Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	Gender	Age_at_recording	band_url	annotations
VOX-0059	K	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2380.05	140	3/4	EXCE-042	static/metalvox/VOX-0059.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-059.png	3002.656023	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0060	K	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2380.05	140	3/4	EXCE-042	static/metalvox/VOX-0060.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-060.png	2728.849393	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0061	K	Clean	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3413.33	95	4/4	EXCE-208	static/metalvox/VOX-0061.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-061.png	3169.087349	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0062	K	Clean_FLAT	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	2902.49	95	4/4	EXCE-208	static/metalvox/VOX-0062.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-062.png	3237.171205	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0063	K	Screaming_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3065.03	95	4/4	EXCE-208	static/metalvox/VOX-0063.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-063.png	3332.177921	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0064	K	Screaming_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3088.25	95	4/4	EXCE-208	static/metalvox/VOX-0064.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-064.png	3145.578206	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0065	K	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3169.52	95	4/4	EXCE-208	static/metalvox/VOX-0065.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-065.png	3187.15774	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0066	K	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3146.3	95	4/4	EXCE-208	static/metalvox/VOX-0066.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-066.png	3118.427753	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0067	K	Clean	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	3993.83	110	4/4	EXCE-184	static/metalvox/VOX-0067.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-067.png	2350.461495	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0068	K	Clean_FLAT	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	4295.69	110	4/4	EXCE-184	static/metalvox/VOX-0068.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-068.png	3105.116798	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0069	K	Screaming_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	3796.46	110	4/4	EXCE-184	static/metalvox/VOX-0069.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-069.png	3105.860016	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0070	K	Screaming_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	3808.07	110	4/4	EXCE-184	static/metalvox/VOX-0070.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-070.png	2905.404688	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
